LeaseID,TenantID,UnitID,StartDate,EndDate,MonthlyRent,DepositAmount
L01622,T0166,U0337,2022-10-20,2024-06-24,2346,2111.4
L01623,T0936,U0037,2023-07-08,2024-05-26,2072,1864.8
L01624,T0752,U0126,2024-04-20,2025-08-01,1183,1064.7
L01625,T0458,U0274,2022-05-14,2023-11-30,1249,1124.1000000000001
L01626,T0998,U0163,2025-12-27,2026-07-08,1056,950.4
L01627,T0279,U0442,2023-02-01,2024-04-12,2475,2227.5
L01628,T0699,U0318,2023-05-16,2024-10-22,2041,1836.9
L01629,T0301,U0076,2023-04-06,2024-09-11,2356,2120.4
L01630,T0530,U0173,2025-09-28,2027-04-30,1771,1593.9
L01631,T0579,U0386,2021-03-12,2022-04-02,1733,1559.7
L01632,T0217,U0457,2021-09-05,2022-08-22,932,838.8000000000001
L01633,T0101,U0357,2021-05-26,2023-02-28,735,661.5
L01634,T0553,U0320,2025-06-30,2026-09-22,1112,1000.8000000000001
L01635,T0287,U0375,2025-12-04,2027-01-08,2185,1966.5
L01636,T0166,U0090,2024-08-12,2025-07-09,1727,1554.3
L01637,T0620,U0237,2022-08-05,2023-08-02,743,668.7
L01638,T0035,U0263,2022-04-15,2023-11-14,1267,1140.3
L01639,T0743,U0178,2025-03-10,2025-11-16,2277,2049.3
L01640,T0740,U0493,2021-07-12,2023-03-01,1978,1780.2
L01641,T0352,U0489,2023-12-28,2025-04-03,1439,1295.1000000000001
L01642,T0675,U0208,2022-05-09,2023-01-17,813,731.7
L01643,T0898,U0072,2021-02-21,2022-08-09,2472,2224.8
L01644,T0072,U0389,2023-06-01,2025-04-07,1096,986.4
L01645,T0647,U0106,2021-12-29,2023-05-20,1897,1707.3
L01646,T0352,U0344,2025-12-26,2027-12-10,1978,1780.2
L01647,T0890,U0294,2023-07-06,2025-03-23,1165,1048.5
L01648,T0069,U0368,2022-04-19,2023-10-23,2000,1800.0
L01649,T0424,U0443,2022-06-05,2023-11-28,2187,1968.3
L01650,T0998,U0283,2025-11-22,2026-08-21,1546,1391.4
L01651,T0707,U0352,2024-12-25,2026-05-09,1201,1080.9
L01652,T0780,U0181,2024-08-14,2025-12-30,1140,1026.0
L01653,T0560,U0036,2024-12-29,2026-07-15,768,691.2
L01654,T0827,U0136,2025-09-16,2027-02-23,2232,2008.8
L01655,T0641,U0337,2022-11-22,2023-08-31,1025,922.5
L01656,T0955,U0055,2024-05-06,2025-06-04,2465,2218.5
L01657,T0516,U0186,2024-02-26,2025-03-03,766,689.4
L01658,T0427,U0340,2022-06-16,2023-06-24,1003,902.7
L01659,T0538,U0257,2024-12-05,2026-06-17,1671,1503.9
L01660,T0159,U0444,2023-04-20,2024-11-22,1183,1064.7
L01661,T0148,U0057,2023-12-25,2024-07-02,1628,1465.2
L01662,T0775,U0362,2025-09-14,2026-09-15,2271,2043.9
L01663,T0229,U0122,2021-08-29,2022-03-11,2140,1926.0
L01664,T0711,U0187,2024-10-24,2026-02-12,1882,1693.8
L01665,T0561,U0229,2022-06-20,2024-01-31,848,763.2
L01666,T0066,U0167,2024-11-08,2025-06-27,1750,1575.0
L01667,T0811,U0419,2024-12-25,2025-07-20,1686,1517.4
L01668,T0380,U0113,2021-03-24,2021-10-06,1283,1154.7
L01669,T0057,U0251,2023-09-09,2025-02-20,947,852.3000000000001
L01670,T0258,U0106,2025-09-17,2027-05-17,1824,1641.6000000000001
L01671,T0341,U0036,2023-08-09,2024-09-20,1401,1260.9
L01672,T0837,U0334,2022-09-03,2023-09-27,795,715.5
L01673,T0129,U0091,2022-07-28,2024-03-29,2107,1896.3
L01674,T0726,U0017,2021-10-13,2023-01-29,981,882.9
L01675,T0171,U0353,2023-09-16,2024-06-25,1021,918.9
L01676,T0769,U0062,2025-04-07,2026-04-25,2119,1907.1000000000001
L01677,T0613,U0149,2022-04-04,2022-11-22,2001,1800.9
L01678,T0208,U0138,2024-05-20,2025-11-25,1228,1105.2
L01679,T0802,U0185,2021-05-06,2021-12-25,962,865.8000000000001
L01680,T0353,U0184,2024-12-07,2026-03-07,2342,2107.8
L01681,T0470,U0204,2025-03-03,2026-07-30,1279,1151.1000000000001
L01682,T0797,U0259,2022-03-01,2022-09-27,2363,2126.7000000000003
L01683,T0115,U0213,2022-07-08,2023-05-18,2016,1814.4
L01684,T0263,U0255,2022-09-02,2023-04-27,993,893.7
L01685,T0661,U0134,2025-04-16,2026-01-25,2331,2097.9
L01686,T0811,U0060,2024-03-27,2025-06-15,1094,984.6
L01687,T0441,U0362,2021-04-22,2023-03-24,1212,1090.8
L01688,T0547,U0309,2022-02-06,2023-12-13,1620,1458.0
L01689,T0452,U0087,2025-11-18,2027-01-24,1509,1358.1000000000001
L01690,T0844,U0323,2021-05-02,2022-08-19,1903,1712.7
L01691,T0476,U0475,2021-09-30,2022-09-02,1619,1457.1000000000001
L01692,T0286,U0206,2024-08-10,2026-08-08,1392,1252.8
L01693,T0302,U0128,2022-02-02,2022-10-06,934,840.6
L01694,T0310,U0310,2022-04-16,2023-08-07,1651,1485.9
L01695,T0207,U0002,2023-09-12,2025-06-15,2060,1854.0
L01696,T0617,U0461,2024-05-15,2025-02-19,1731,1557.9
L01697,T0445,U0421,2024-02-08,2024-09-30,2166,1949.4
L01698,T0669,U0241,2025-01-03,2026-05-29,1238,1114.2
L01699,T0632,U0120,2024-07-25,2026-02-17,1519,1367.1000000000001
L01700,T0054,U0384,2025-05-11,2026-11-22,2381,2142.9
L01701,T0911,U0101,2022-07-23,2023-04-20,1814,1632.6000000000001
L01702,T0011,U0037,2025-02-14,2026-11-02,971,873.9
L01703,T0656,U0340,2024-02-12,2024-11-26,1728,1555.2
L01704,T0399,U0495,2023-06-16,2024-10-24,2317,2085.3
L01705,T0907,U0412,2023-03-31,2024-03-12,1942,1747.8
L01706,T0647,U0132,2023-05-03,2025-01-06,1841,1656.9
L01707,T0979,U0496,2025-02-09,2026-10-23,1292,1162.8
L01708,T0514,U0201,2022-12-11,2024-01-12,1675,1507.5
L01709,T0655,U0347,2021-11-17,2022-12-23,2305,2074.5
L01710,T0541,U0020,2021-06-28,2023-06-05,814,732.6
L01711,T0236,U0241,2023-06-16,2024-09-15,962,865.8000000000001
L01712,T0278,U0454,2021-08-07,2023-05-14,2029,1826.1000000000001
L01713,T0347,U0450,2023-02-28,2023-09-25,2377,2139.3
L01714,T0626,U0108,2025-04-01,2026-09-21,2145,1930.5
L01715,T0103,U0302,2022-05-07,2023-08-17,906,815.4
L01716,T0629,U0083,2021-03-02,2021-11-22,2346,2111.4
L01717,T0516,U0082,2023-12-14,2025-01-30,1002,901.8000000000001
L01718,T0979,U0290,2025-08-31,2027-01-05,811,729.9
L01719,T0871,U0451,2022-06-22,2023-12-18,2140,1926.0
L01720,T0247,U0068,2023-04-28,2024-07-19,2278,2050.2000000000003
L01721,T0363,U0128,2023-09-15,2024-07-21,2008,1807.2
L01722,T0320,U0195,2021-03-06,2022-08-18,2363,2126.7000000000003
L01723,T0632,U0139,2025-06-24,2026-06-18,884,795.6
L01724,T0285,U0443,2022-08-09,2024-05-29,2464,2217.6
L01725,T0148,U0282,2025-09-24,2026-09-01,1600,1440.0
L01726,T0083,U0311,2021-06-20,2022-03-22,920,828.0
L01727,T0965,U0233,2024-07-20,2026-06-09,2167,1950.3
L01728,T0405,U0022,2025-09-19,2027-03-17,1840,1656.0
L01729,T0977,U0152,2022-06-19,2023-12-03,1793,1613.7
L01730,T0455,U0276,2024-11-15,2026-07-23,1597,1437.3
L01731,T0742,U0060,2022-11-24,2023-08-13,1793,1613.7
L01732,T0799,U0318,2024-09-12,2025-10-21,1321,1188.9
L01733,T0160,U0377,2021-04-18,2022-11-30,1126,1013.4
L01734,T0783,U0051,2024-03-31,2025-01-22,1343,1208.7
L01735,T0459,U0343,2023-03-25,2025-01-14,1267,1140.3
L01736,T0549,U0152,2023-10-02,2024-10-07,1142,1027.8
L01737,T0499,U0236,2022-03-28,2023-01-08,1300,1170.0
L01738,T0737,U0310,2024-05-14,2025-11-26,1860,1674.0
L01739,T0508,U0301,2022-08-13,2024-03-04,1203,1082.7
L01740,T0653,U0031,2023-11-06,2025-01-02,830,747.0
L01741,T0803,U0054,2021-11-23,2023-09-01,917,825.3000000000001
L01742,T0480,U0351,2022-08-31,2024-08-17,1387,1248.3
L01743,T0662,U0388,2022-10-21,2023-11-14,870,783.0
L01744,T0113,U0035,2021-01-02,2021-09-11,2198,1978.2
L01745,T0748,U0109,2023-10-31,2025-03-02,1311,1179.9
L01746,T0577,U0489,2022-03-10,2023-03-10,1691,1521.9
L01747,T0360,U0176,2021-05-05,2022-07-11,1852,1666.8
L01748,T0340,U0361,2024-01-10,2024-07-20,756,680.4
L01749,T0769,U0313,2022-04-30,2023-08-21,1904,1713.6000000000001
L01750,T0986,U0294,2022-10-14,2023-06-26,945,850.5
L01751,T0760,U0335,2024-03-19,2024-11-04,843,758.7
L01752,T0968,U0096,2023-03-11,2024-02-02,1774,1596.6000000000001
L01753,T0448,U0368,2023-05-23,2024-03-19,1067,960.3000000000001
L01754,T0842,U0212,2024-09-25,2025-10-20,2182,1963.8
L01755,T0834,U0316,2021-05-09,2022-08-11,917,825.3000000000001
L01756,T0179,U0136,2022-03-14,2024-02-29,1315,1183.5
L01757,T0701,U0005,2023-01-21,2023-12-22,2290,2061.0
L01758,T0406,U0498,2022-05-16,2023-07-07,1980,1782.0
L01759,T0665,U0108,2023-12-18,2025-06-25,1879,1691.1000000000001
L01760,T0195,U0034,2024-05-06,2025-01-22,2288,2059.2000000000003
L01761,T0465,U0038,2021-07-30,2023-06-01,1141,1026.9
L01762,T0310,U0149,2023-06-21,2024-12-07,1540,1386.0
L01763,T0261,U0424,2021-02-14,2022-05-12,1655,1489.5
L01764,T0418,U0117,2024-01-26,2024-09-05,1398,1258.2
L01765,T0405,U0260,2024-07-26,2025-05-24,1575,1417.5
L01766,T0938,U0425,2022-06-19,2023-11-29,2385,2146.5
L01767,T0142,U0086,2024-12-04,2026-04-27,1475,1327.5
L01768,T0341,U0464,2022-04-06,2023-11-15,1461,1314.9
L01769,T0315,U0075,2022-01-26,2023-06-12,1644,1479.6000000000001
L01770,T0100,U0470,2023-12-04,2024-09-19,1622,1459.8
L01771,T0243,U0463,2021-01-27,2021-10-22,1634,1470.6000000000001
L01772,T0489,U0450,2023-03-05,2024-11-06,2446,2201.4
L01773,T0011,U0413,2024-01-26,2024-10-30,724,651.6
L01774,T0238,U0312,2023-09-02,2025-08-20,1505,1354.5
L01775,T0560,U0382,2022-07-02,2023-05-23,2387,2148.3
L01776,T0041,U0213,2022-09-13,2023-11-23,2259,2033.1000000000001
L01777,T0677,U0456,2022-07-21,2023-07-24,1463,1316.7
L01778,T0593,U0284,2022-12-05,2024-01-28,1783,1604.7
L01779,T0428,U0238,2024-05-27,2026-04-09,2190,1971.0
L01780,T0802,U0164,2021-07-04,2022-09-27,1133,1019.7
L01781,T0157,U0086,2023-12-29,2025-11-27,1578,1420.2
L01782,T0215,U0140,2024-02-28,2026-02-26,1789,1610.1000000000001
L01783,T0669,U0159,2025-05-10,2026-02-27,1609,1448.1000000000001
L01784,T0461,U0045,2025-06-21,2026-11-21,1264,1137.6000000000001
L01785,T0133,U0371,2023-04-28,2024-10-17,805,724.5
L01786,T0066,U0494,2022-08-22,2024-01-17,795,715.5
L01787,T0847,U0111,2023-03-17,2024-02-28,2411,2169.9
L01788,T0006,U0406,2025-07-13,2026-12-13,2274,2046.6000000000001
L01789,T0947,U0044,2025-10-10,2026-12-24,867,780.3000000000001
L01790,T0525,U0400,2024-09-19,2025-10-02,741,666.9
L01791,T0072,U0246,2024-03-23,2025-04-17,803,722.7
L01792,T0398,U0103,2025-04-20,2026-07-30,1927,1734.3
L01793,T0404,U0084,2021-03-20,2022-12-31,1219,1097.1000000000001
L01794,T0674,U0449,2022-08-02,2024-05-24,981,882.9
L01795,T0577,U0484,2022-02-17,2022-09-07,1766,1589.4
L01796,T0858,U0133,2022-06-30,2023-04-14,1646,1481.4
L01797,T0129,U0107,2025-06-21,2026-10-09,1833,1649.7
L01798,T0930,U0017,2021-06-18,2021-12-20,1933,1739.7
L01799,T0465,U0093,2022-11-12,2024-11-10,1448,1303.2
L01800,T0205,U0149,2025-08-14,2026-08-31,1530,1377.0
L01801,T0787,U0245,2022-08-06,2023-12-23,748,673.2
L01802,T0977,U0288,2022-05-30,2023-07-27,814,732.6
L01803,T0767,U0413,2024-08-30,2026-01-18,1878,1690.2
L01804,T0265,U0208,2021-02-01,2021-09-15,2372,2134.8
L01805,T0536,U0125,2021-10-14,2022-04-24,1202,1081.8
L01806,T0961,U0234,2022-08-17,2024-02-27,2402,2161.8
L01807,T0792,U0415,2023-12-03,2025-05-30,2434,2190.6
L01808,T0252,U0425,2022-09-09,2024-02-12,1685,1516.5
L01809,T0821,U0498,2023-10-22,2024-11-25,770,693.0
L01810,T0288,U0461,2025-05-16,2026-01-23,1711,1539.9
L01811,T0163,U0121,2021-09-27,2022-05-10,2242,2017.8
L01812,T0094,U0137,2024-04-18,2026-03-02,2435,2191.5
L01813,T0781,U0494,2025-10-26,2027-01-22,2059,1853.1000000000001
L01814,T0832,U0114,2022-06-02,2023-06-24,766,689.4
L01815,T0109,U0419,2024-02-01,2024-11-30,2216,1994.4
L01816,T0335,U0161,2023-10-31,2024-05-07,2373,2135.7000000000003
L01817,T0821,U0200,2022-08-06,2023-12-27,2477,2229.3
L01818,T0237,U0233,2024-01-19,2025-01-19,1666,1499.4
L01819,T0380,U0027,2021-08-14,2023-08-06,1936,1742.4
L01820,T0435,U0010,2022-11-01,2023-06-28,880,792.0
L01821,T0898,U0205,2025-10-30,2027-07-13,2489,2240.1
L01822,T0482,U0166,2023-07-06,2024-08-05,1312,1180.8
L01823,T0936,U0246,2021-05-06,2021-11-03,2322,2089.8
L01824,T0901,U0046,2023-08-14,2025-07-29,1396,1256.4
L01825,T0024,U0245,2024-05-17,2025-11-03,1302,1171.8
L01826,T0652,U0126,2024-01-26,2025-01-04,947,852.3000000000001
L01827,T0116,U0146,2021-03-15,2021-12-10,1937,1743.3
L01828,T0481,U0117,2025-07-09,2026-06-20,1058,952.2
L01829,T0391,U0398,2024-04-29,2025-05-20,948,853.2
L01830,T0916,U0381,2025-09-02,2026-12-07,1337,1203.3
L01831,T0993,U0411,2025-10-06,2026-06-07,1649,1484.1000000000001
L01832,T0963,U0151,2021-02-25,2023-01-21,2239,2015.1000000000001
L01833,T0536,U0071,2022-12-21,2023-11-22,1811,1629.9
L01834,T0078,U0362,2022-07-07,2023-11-04,1362,1225.8
L01835,T0579,U0136,2021-02-01,2022-08-29,875,787.5
L01836,T0172,U0174,2025-03-31,2025-12-09,1422,1279.8
L01837,T0955,U0288,2022-07-28,2023-07-29,1125,1012.5
L01838,T0011,U0445,2022-10-29,2024-03-28,2494,2244.6
L01839,T0799,U0480,2021-10-11,2022-12-04,2326,2093.4
L01840,T0127,U0018,2025-10-11,2027-09-23,1470,1323.0
L01841,T0607,U0194,2025-02-26,2026-01-12,1402,1261.8
L01842,T0091,U0329,2021-07-06,2022-09-23,780,702.0
L01843,T0652,U0423,2022-05-13,2023-03-27,1626,1463.4
L01844,T0542,U0174,2025-01-05,2026-10-05,837,753.3000000000001
L01845,T0845,U0489,2021-05-10,2022-01-14,2156,1940.4
L01846,T0531,U0448,2022-10-01,2024-04-17,1169,1052.1000000000001
L01847,T0657,U0412,2024-08-08,2025-08-20,1049,944.1
L01848,T0988,U0433,2021-04-24,2022-05-13,1849,1664.1000000000001
L01849,T0827,U0353,2024-05-07,2026-01-07,2032,1828.8
L01850,T0446,U0498,2021-01-13,2022-06-01,1953,1757.7
L01851,T0389,U0140,2024-07-18,2026-03-31,2183,1964.7
L01852,T0671,U0245,2025-06-13,2026-09-23,2068,1861.2
L01853,T0860,U0384,2024-05-23,2025-07-02,1009,908.1
L01854,T0042,U0417,2022-03-20,2022-11-18,1743,1568.7
L01855,T0253,U0092,2025-12-19,2027-10-27,2284,2055.6
L01856,T0129,U0431,2025-03-16,2025-11-10,1701,1530.9
L01857,T0059,U0238,2022-03-23,2023-10-20,2370,2133.0
L01858,T0662,U0204,2023-09-13,2024-11-22,2264,2037.6000000000001
L01859,T0466,U0047,2023-09-20,2024-11-11,2283,2054.7000000000003
L01860,T0286,U0432,2022-12-16,2023-07-21,2200,1980.0
L01861,T0516,U0244,2021-03-15,2021-10-05,968,871.2
L01862,T0466,U0319,2022-06-21,2024-01-31,1726,1553.4
L01863,T0929,U0316,2021-04-11,2023-01-11,1469,1322.1000000000001
L01864,T0777,U0412,2021-06-25,2023-02-11,715,643.5
L01865,T0344,U0294,2022-03-03,2023-08-21,1305,1174.5
L01866,T0641,U0127,2024-02-15,2025-08-30,2081,1872.9
L01867,T0381,U0343,2024-04-04,2025-03-07,2369,2132.1
L01868,T0778,U0281,2021-02-10,2022-10-15,1512,1360.8
L01869,T0689,U0016,2022-03-05,2022-10-18,1856,1670.4
L01870,T0252,U0070,2021-12-10,2023-05-01,2035,1831.5
L01871,T0926,U0268,2024-12-18,2026-08-22,1181,1062.9
L01872,T0055,U0324,2022-01-01,2023-09-03,1594,1434.6000000000001
L01873,T0462,U0281,2024-02-18,2024-10-10,2267,2040.3
L01874,T0456,U0304,2022-09-01,2023-11-22,2028,1825.2
L01875,T0982,U0450,2022-10-19,2023-06-24,968,871.2
L01876,T0082,U0006,2022-12-29,2024-09-17,1113,1001.7
L01877,T0904,U0313,2021-08-17,2022-10-27,724,651.6
L01878,T0098,U0304,2023-04-05,2025-02-02,1015,913.5
L01879,T0148,U0102,2024-02-28,2024-10-13,1270,1143.0
L01880,T0328,U0308,2024-10-07,2026-02-14,1424,1281.6000000000001
L01881,T0155,U0192,2023-06-08,2025-01-20,2391,2151.9
L01882,T0189,U0240,2024-09-03,2026-05-09,1707,1536.3
L01883,T0493,U0061,2023-09-11,2024-03-10,1999,1799.1000000000001
L01884,T0882,U0016,2025-07-31,2026-06-20,1088,979.2
L01885,T0262,U0170,2023-04-16,2024-10-12,1421,1278.9
L01886,T0079,U0024,2024-09-22,2026-05-14,1143,1028.7
L01887,T0399,U0250,2024-07-20,2026-04-04,1698,1528.2
L01888,T0763,U0252,2021-04-27,2022-12-31,2150,1935.0
L01889,T0608,U0386,2023-03-29,2023-11-20,1780,1602.0
L01890,T0259,U0206,2022-01-03,2022-12-26,1396,1256.4
L01891,T0771,U0028,2024-01-23,2025-05-09,1670,1503.0
L01892,T0614,U0116,2021-06-17,2022-01-28,2289,2060.1
L01893,T0551,U0490,2023-08-12,2024-07-26,1420,1278.0
L01894,T0784,U0415,2025-10-05,2026-12-29,1067,960.3000000000001
L01895,T0100,U0281,2024-09-26,2026-05-15,1041,936.9
L01896,T0358,U0379,2022-10-23,2023-09-06,1003,902.7
L01897,T0379,U0143,2022-11-26,2024-01-26,1463,1316.7
L01898,T0819,U0024,2023-07-14,2024-06-05,2097,1887.3
L01899,T0220,U0309,2021-06-01,2022-07-15,1515,1363.5
L01900,T0819,U0155,2022-08-09,2024-02-13,811,729.9
L01901,T0419,U0072,2023-07-02,2024-03-17,1577,1419.3
L01902,T0123,U0119,2021-10-01,2022-06-02,1729,1556.1000000000001
L01903,T0421,U0311,2025-04-27,2026-01-19,1629,1466.1000000000001
L01904,T0230,U0320,2022-05-11,2023-02-02,1402,1261.8
L01905,T0689,U0092,2025-10-14,2026-11-01,1545,1390.5
L01906,T0062,U0085,2021-04-11,2022-10-24,1643,1478.7
L01907,T0484,U0335,2022-07-11,2024-04-26,978,880.2
L01908,T0627,U0424,2024-01-11,2025-12-29,1081,972.9
L01909,T0702,U0498,2025-04-02,2026-04-30,712,640.8000000000001
L01910,T0573,U0363,2021-03-14,2021-11-22,1002,901.8000000000001
L01911,T0767,U0434,2023-11-04,2024-07-01,2279,2051.1
L01912,T0482,U0117,2024-12-27,2026-12-19,2340,2106.0
L01913,T0518,U0232,2021-06-06,2022-07-09,859,773.1
L01914,T0154,U0198,2023-01-05,2023-07-15,853,767.7
L01915,T0091,U0205,2021-05-12,2022-12-27,1453,1307.7
L01916,T0981,U0412,2024-09-23,2025-04-22,880,792.0
L01917,T0525,U0338,2023-10-16,2024-09-19,2249,2024.1000000000001
L01918,T0454,U0146,2024-11-28,2026-01-18,1903,1712.7
L01919,T0740,U0449,2024-10-31,2025-10-26,1076,968.4
L01920,T0597,U0424,2022-07-13,2023-12-15,1475,1327.5
L01921,T0644,U0428,2021-04-17,2023-01-14,1891,1701.9
L01922,T0509,U0270,2025-07-02,2026-03-18,1937,1743.3
L01923,T0182,U0386,2021-09-22,2023-07-06,1873,1685.7
L01924,T0385,U0138,2024-05-13,2025-02-28,715,643.5
L01925,T0573,U0180,2024-01-08,2025-04-23,1814,1632.6000000000001
L01926,T0730,U0429,2021-06-04,2022-12-18,1843,1658.7
L01927,T0404,U0029,2025-12-12,2026-06-26,952,856.8000000000001
L01928,T0245,U0056,2023-09-15,2025-07-18,1783,1604.7
L01929,T0741,U0231,2023-09-24,2025-02-15,1989,1790.1000000000001
L01930,T0590,U0145,2021-09-04,2023-07-01,2132,1918.8
L01931,T0660,U0434,2022-06-15,2024-01-21,730,657.0
L01932,T0649,U0383,2023-05-08,2024-02-28,1744,1569.6000000000001
L01933,T0470,U0047,2022-06-22,2023-04-12,1430,1287.0
L01934,T0825,U0193,2022-12-30,2024-12-27,2316,2084.4
L01935,T0887,U0223,2024-03-23,2026-03-19,988,889.2
L01936,T0422,U0135,2021-06-03,2022-10-31,2266,2039.4
L01937,T0900,U0021,2025-09-06,2027-02-03,1197,1077.3
L01938,T0064,U0005,2021-04-02,2022-02-22,2469,2222.1
L01939,T0012,U0203,2024-12-27,2025-10-24,2197,1977.3
L01940,T0212,U0238,2021-12-04,2022-08-21,2128,1915.2
L01941,T0985,U0184,2025-02-12,2026-08-20,1247,1122.3
L01942,T0241,U0359,2025-09-13,2026-05-13,1660,1494.0
L01943,T0492,U0291,2024-02-29,2026-01-12,831,747.9
L01944,T0212,U0334,2022-03-26,2023-12-14,2047,1842.3
L01945,T0692,U0219,2023-03-21,2024-11-17,1557,1401.3
L01946,T0337,U0115,2023-02-26,2024-10-24,1855,1669.5
L01947,T0996,U0312,2021-09-30,2023-05-23,1220,1098.0
L01948,T0172,U0048,2022-08-11,2023-12-25,729,656.1
L01949,T0671,U0172,2021-06-26,2022-06-06,1326,1193.4
L01950,T0163,U0081,2025-09-16,2027-06-18,2024,1821.6000000000001
L01951,T0464,U0321,2023-04-11,2025-01-08,703,632.7
L01952,T0994,U0332,2022-10-05,2023-10-08,2048,1843.2
L01953,T0496,U0044,2023-12-09,2025-09-12,1208,1087.2
L01954,T0699,U0334,2022-07-21,2024-01-30,1960,1764.0
L01955,T0394,U0019,2022-10-28,2023-04-27,2258,2032.2
L01956,T0702,U0447,2024-10-10,2026-04-06,715,643.5
L01957,T0916,U0220,2025-10-02,2026-06-10,2257,2031.3
L01958,T0307,U0122,2024-08-24,2026-04-22,1696,1526.4
L01959,T0767,U0233,2023-05-18,2024-05-01,2307,2076.3
L01960,T0182,U0220,2025-07-12,2026-07-31,2169,1952.1000000000001
L01961,T0628,U0322,2025-12-04,2027-05-04,2226,2003.4
L01962,T0793,U0338,2023-12-06,2025-09-17,1655,1489.5
L01963,T0509,U0002,2021-10-29,2022-11-07,1953,1757.7
L01964,T0707,U0181,2023-05-18,2024-08-14,1830,1647.0
L01965,T0545,U0205,2023-07-01,2024-01-03,2443,2198.7000000000003
L01966,T0563,U0319,2022-02-12,2023-02-04,2112,1900.8
L01967,T0623,U0039,2024-04-27,2025-06-22,2443,2198.7000000000003
L01968,T0763,U0058,2023-04-02,2024-04-18,962,865.8000000000001
L01969,T0593,U0438,2024-02-27,2026-02-18,2286,2057.4
L01970,T0743,U0061,2022-07-15,2024-04-16,1788,1609.2
L01971,T0226,U0131,2025-04-10,2025-12-25,964,867.6
L01972,T0744,U0059,2024-07-13,2026-06-15,2061,1854.9
L01973,T0732,U0371,2024-02-16,2025-10-04,2024,1821.6000000000001
L01974,T0435,U0330,2022-04-09,2023-10-24,1077,969.3000000000001
L01975,T0924,U0121,2021-05-24,2022-12-15,1898,1708.2
L01976,T0421,U0478,2022-03-18,2023-01-17,1662,1495.8
L01977,T0553,U0106,2024-05-08,2026-03-12,1875,1687.5
L01978,T0020,U0095,2024-03-26,2024-11-07,1175,1057.5
L01979,T0553,U0346,2022-05-02,2024-02-16,1989,1790.1000000000001
L01980,T0396,U0413,2023-05-10,2025-02-11,1028,925.2
L01981,T0624,U0234,2024-03-03,2024-12-30,1886,1697.4
L01982,T0104,U0385,2021-05-28,2023-03-12,1137,1023.3000000000001
L01983,T0191,U0061,2024-09-21,2025-07-31,2066,1859.4
L01984,T0016,U0255,2023-12-31,2024-07-20,2090,1881.0
L01985,T0119,U0048,2024-06-10,2025-07-29,2188,1969.2
L01986,T0392,U0392,2024-09-19,2025-05-15,2473,2225.7000000000003
L01987,T0424,U0347,2023-03-22,2024-02-28,1922,1729.8
L01988,T0128,U0158,2022-10-28,2023-11-27,2223,2000.7
L01989,T0129,U0123,2021-03-31,2022-03-28,715,643.5
L01990,T0571,U0481,2024-09-19,2025-06-15,2019,1817.1000000000001
L01991,T0559,U0316,2021-07-18,2022-11-20,1567,1410.3
L01992,T0028,U0206,2024-03-30,2025-06-09,1210,1089.0
L01993,T0096,U0047,2022-06-22,2024-06-03,1683,1514.7
L01994,T0009,U0408,2024-02-19,2026-01-31,1962,1765.8
L01995,T0241,U0419,2021-10-28,2022-06-16,1280,1152.0
L01996,T0825,U0135,2022-12-25,2024-05-25,2024,1821.6000000000001
L01997,T0955,U0200,2025-05-18,2026-05-03,705,634.5
L01998,T0231,U0249,2023-08-21,2024-04-23,1943,1748.7
L01999,T0788,U0313,2024-12-30,2026-04-23,1718,1546.2
L02000,T0283,U0356,2021-03-09,2022-04-24,2489,2240.1
L02001,T0714,U0367,2025-11-24,2026-07-29,2176,1958.4
L02002,T0758,U0428,2022-04-04,2024-02-18,2156,1940.4
L02003,T0801,U0317,2025-03-18,2025-10-11,1506,1355.4
L02004,T0775,U0294,2022-02-02,2022-09-20,2109,1898.1000000000001
L02005,T0954,U0479,2022-09-12,2023-11-25,1318,1186.2
L02006,T0725,U0313,2024-08-02,2025-07-31,2018,1816.2
L02007,T0199,U0499,2025-05-04,2025-11-22,1841,1656.9
L02008,T0944,U0208,2024-03-09,2025-01-11,1104,993.6
L02009,T0078,U0354,2022-12-31,2024-04-14,2403,2162.7000000000003
L02010,T0912,U0484,2022-07-10,2024-05-20,1696,1526.4
L02011,T0955,U0210,2023-02-20,2024-02-20,2486,2237.4
L02012,T0854,U0191,2025-06-02,2027-03-22,1293,1163.7
L02013,T0855,U0043,2025-10-18,2027-08-20,1265,1138.5
L02014,T0172,U0028,2023-06-13,2025-05-05,1451,1305.9
L02015,T0466,U0058,2022-09-02,2023-05-06,711,639.9
L02016,T0580,U0070,2023-01-18,2024-10-25,1932,1738.8
L02017,T0415,U0091,2021-10-09,2023-01-16,864,777.6
L02018,T0939,U0264,2022-10-23,2024-06-10,1577,1419.3
L02019,T0448,U0382,2023-07-13,2024-04-17,2017,1815.3
L02020,T0086,U0219,2023-09-23,2024-09-25,2242,2017.8
L02021,T0100,U0389,2025-05-21,2026-12-09,777,699.3000000000001
L02022,T0007,U0412,2023-01-16,2024-03-11,2157,1941.3
L02023,T0844,U0441,2025-01-20,2026-09-08,2300,2070.0
L02024,T0199,U0400,2021-03-28,2022-03-18,1313,1181.7
L02025,T0504,U0399,2024-01-08,2025-07-27,1568,1411.2
L02026,T0086,U0214,2024-05-13,2026-02-22,1511,1359.9
L02027,T0042,U0478,2023-03-02,2024-04-17,2406,2165.4
